,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
10,1610612745,Houston Rockets,43,29,14,0.674,48.5,36.5,83.1,0.439,11.8,33.5,0.354,18.0,25.1,0.716,12.2,31.2,43.4,21.1,17.5,9.8,4.4,5.7,22.7,20.8,102.9,3.8,7,6,6,6,13,23,16,23,1,1,13,10,5,28,4,22,13,17,29,2,21,25,28,14,8,7,10,Houston Rockets,2015-01-22,2014-15
11,1610612754,Indiana Pacers,44,15,29,0.341,48.5,35.9,84.0,0.427,6.8,21.0,0.325,16.3,21.5,0.754,11.0,34.3,45.3,20.8,14.6,6.0,4.6,5.0,21.0,20.9,94.9,-2.4,2,23,25,25,15,26,14,27,23,17,25,24,24,16,14,4,5,21,16,29,16,18,17,12,27,21,10,Indiana Pacers,2015-01-22,2014-15
12,1610612746,Los Angeles Clippers,43,29,14,0.674,48.1,39.1,82.3,0.475,10.2,26.6,0.383,18.7,25.0,0.749,8.9,32.2,41.1,25.1,12.2,7.7,4.9,2.8,20.5,21.6,107.1,7.0,7,6,6,6,26,5,19,2,3,5,3,5,6,18,27,16,25,4,3,13,12,1,16,5,4,3,10,Los Angeles Clippers,2015-01-22,2014-15
13,1610612747,Los Angeles Lakers,43,12,31,0.279,48.3,37.2,85.3,0.436,6.9,19.6,0.352,18.6,25.0,0.746,11.5,31.5,43.0,20.6,13.0,7.4,4.5,4.4,21.3,20.3,99.9,-6.6,7,27,27,27,18,16,9,25,21,22,14,7,7,20,11,21,15,22,6,16,19,9,20,18,18,27,10,Los Angeles Lakers,2015-01-22,2014-15
14,1610612763,Memphis Grizzlies,42,30,12,0.714,49.1,38.8,83.6,0.465,5.5,15.9,0.345,18.4,23.7,0.775,10.4,32.3,42.7,22.3,13.0,8.1,4.4,5.4,19.7,21.0,101.5,3.8,19,4,3,3,1,7,15,7,28,27,18,8,13,7,23,15,16,11,5,9,22,21,9,11,13,8,10,Memphis Grizzlies,2015-01-22,2014-15
15,1610612748,Miami Heat,42,18,24,0.429,48.0,34.0,74.4,0.457,7.1,20.6,0.347,17.8,24.1,0.739,8.4,28.7,37.1,20.0,14.5,8.2,4.1,4.3,19.9,20.6,92.9,-3.7,19,17,17,17,29,29,30,11,17,21,17,11,11,24,30,29,30,28,13,8,26,8,13,16,28,25,10,Miami Heat,2015-01-22,2014-15
16,1610612749,Milwaukee Bucks,42,21,21,0.5,48.6,37.5,81.3,0.462,6.9,19.0,0.362,16.3,21.1,0.772,10.5,30.7,41.2,23.1,16.9,9.5,4.5,4.8,22.6,20.0,98.2,1.0,19,15,15,15,7,15,24,8,22,25,9,23,26,9,21,24,24,8,28,3,18,14,27,22,20,14,10,Milwaukee Bucks,2015-01-22,2014-15
17,1610612750,Minnesota Timberwolves,41,7,34,0.171,48.2,37.2,85.5,0.435,5.2,15.3,0.338,18.4,24.7,0.743,12.3,28.6,40.9,22.3,15.1,8.9,4.2,5.7,19.9,21.5,97.9,-9.9,28,29,28,29,21,17,8,26,30,30,21,9,8,21,3,30,27,10,22,7,23,26,12,7,22,29,10,Minnesota Timberwolves,2015-01-22,2014-15
18,1610612740,New Orleans Pelicans,42,21,21,0.5,48.2,38.3,84.1,0.456,6.5,19.3,0.337,17.3,22.9,0.754,12.0,32.0,44.0,21.0,13.1,7.2,5.8,6.0,19.2,18.9,100.4,0.4,19,15,15,15,22,10,13,12,25,23,22,17,18,15,6,17,9,18,7,23,6,29,7,27,16,16,10,New Orleans Pelicans,2015-01-22,2014-15
19,1610612752,New York Knicks,43,7,36,0.163,48.3,35.9,81.6,0.44,7.3,20.7,0.355,13.7,17.6,0.775,10.6,28.7,39.3,21.3,14.8,7.3,3.9,3.8,22.3,18.7,92.8,-8.4,7,29,30,30,18,27,23,22,15,20,12,30,30,6,19,28,29,15,20,18,28,5,25,28,29,28,10,New York Knicks,2015-01-22,2014-15
20,1610612760,Oklahoma City Thunder,42,22,20,0.524,48.5,37.6,84.9,0.443,7.3,22.8,0.32,17.7,23.8,0.743,12.2,34.7,46.9,20.2,15.1,7.2,5.8,4.5,22.7,20.4,100.2,1.6,19,14,13,14,11,14,12,21,16,14,27,12,12,22,5,2,1,26,23,22,5,10,29,17,17,13,10,Oklahoma City Thunder,2015-01-22,2014-15
21,1610612753,Orlando Magic,45,15,30,0.333,48.1,37.1,81.7,0.454,7.1,19.2,0.368,14.2,19.3,0.736,8.8,31.7,40.6,20.4,14.8,7.4,3.6,5.7,21.4,18.5,95.5,-5.9,1,23,26,26,28,18,22,14,19,24,7,29,29,25,28,19,28,25,19,17,30,27,21,29,24,26,10,Orlando Magic,2015-01-22,2014-15
22,1610612755,Philadelphia 76ers,42,8,34,0.19,48.2,33.1,81.0,0.409,7.0,23.7,0.297,16.7,24.6,0.679,11.6,30.0,41.6,19.9,18.5,9.9,6.0,5.5,21.5,20.8,90.1,-12.6,19,28,28,28,22,30,26,30,20,11,30,21,10,30,10,27,22,29,30,1,3,23,22,15,30,30,10,Philadelphia 76ers,2015-01-22,2014-15
23,1610612756,Phoenix Suns,44,26,18,0.591,48.7,40.3,86.1,0.468,9.7,26.9,0.361,17.2,21.8,0.79,10.7,31.8,42.5,20.8,15.2,8.9,4.9,3.9,22.5,20.8,107.5,2.7,2,12,12,12,5,3,5,6,6,3,10,18,23,1,18,18,17,20,25,6,11,6,26,13,3,11,10,Phoenix Suns,2015-01-22,2014-15
24,1610612757,Portland Trail Blazers,44,31,13,0.705,48.6,38.7,86.6,0.446,10.2,27.5,0.37,15.5,19.7,0.787,11.0,34.8,45.7,22.5,13.8,6.8,5.2,3.5,19.2,19.3,103.0,5.8,2,3,4,4,10,9,2,18,4,2,6,27,27,2,15,1,3,9,9,25,8,3,6,25,7,5,10,Portland Trail Blazers,2015-01-22,2014-15
25,1610612758,Sacramento Kings,42,16,26,0.381,48.7,36.7,80.2,0.458,5.2,15.6,0.335,23.0,29.7,0.774,11.2,33.9,45.0,19.7,16.4,6.3,3.9,6.1,21.9,24.9,101.7,-2.0,19,22,21,22,4,20,28,10,29,29,23,1,1,8,13,5,7,30,27,27,29,30,24,1,11,20,10,Sacramento Kings,2015-01-22,2014-15
26,1610612759,San Antonio Spurs,44,27,17,0.614,49.0,38.2,83.1,0.459,8.3,22.2,0.374,16.9,22.0,0.765,9.9,33.8,43.7,24.5,14.5,7.5,5.5,4.8,19.8,20.1,101.5,3.8,2,10,11,11,2,11,17,9,10,15,5,20,21,11,25,6,11,6,14,15,7,15,10,21,14,9,10,San Antonio Spurs,2015-01-22,2014-15
27,1610612761,Toronto Raptors,42,27,15,0.643,48.5,38.7,85.0,0.455,8.9,25.4,0.349,19.6,25.2,0.778,11.6,30.5,42.1,20.9,12.7,7.3,4.5,5.3,21.6,21.9,105.9,5.0,19,10,9,9,11,8,11,13,8,7,15,3,4,4,9,25,20,19,4,19,20,19,23,4,5,6,10,Toronto Raptors,2015-01-22,2014-15
28,1610612762,Utah Jazz,43,15,28,0.349,48.0,35.5,78.9,0.45,7.1,20.8,0.339,17.5,23.2,0.753,11.6,30.8,42.4,20.4,15.4,6.8,5.8,4.7,18.8,19.4,95.5,-3.5,7,23,24,24,29,28,29,17,18,19,20,14,15,17,8,23,18,24,26,26,4,11,5,24,23,24,10,Utah Jazz,2015-01-22,2014-15
29,1610612764,Washington Wizards,43,29,14,0.674,48.5,38.9,82.1,0.474,6.0,15.8,0.382,15.8,21.3,0.74,10.5,33.0,43.5,24.8,14.8,7.6,5.0,4.3,21.0,20.2,99.6,2.5,7,6,6,6,13,6,20,3,26,28,4,26,25,23,20,10,12,5,21,14,10,7,18,19,19,12,10,Washington Wizards,2015-01-22,2014-15
