,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
11,1610612754,Indiana Pacers,75,32,43,0.427,48.3,36.5,83.2,0.438,7.3,21.1,0.347,16.7,22.0,0.76,10.2,34.2,44.4,21.3,14.0,6.1,4.5,4.8,21.1,21.4,96.9,-0.6,3,21,22,22,19,25,16,23,18,18,15,17,18,14,23,5,9,18,13,28,20,15,20,4,24,18,10,Indiana Pacers,2015-04-01,2014-15
12,1610612746,Los Angeles Clippers,76,50,26,0.658,48.1,39.5,83.4,0.473,10.1,26.7,0.376,17.8,25.0,0.711,9.5,33.0,42.5,24.7,12.3,7.7,4.9,3.1,21.4,21.4,106.8,6.1,1,5,5,5,29,3,14,2,3,5,3,8,4,28,28,10,20,3,2,14,9,1,23,3,2,2,10,Los Angeles Clippers,2015-04-01,2014-15
13,1610612747,Los Angeles Lakers,74,20,54,0.27,48.7,37.5,85.9,0.436,6.4,18.8,0.344,17.5,23.5,0.745,11.6,32.3,44.0,20.9,13.1,7.3,4.6,4.8,21.2,19.5,98.8,-6.0,23,27,27,27,2,16,7,25,25,24,19,12,12,21,9,14,12,20,5,21,18,16,21,23,17,26,10,Los Angeles Lakers,2015-04-01,2014-15
14,1610612763,Memphis Grizzlies,75,51,24,0.68,48.6,37.8,82.5,0.458,5.3,15.3,0.346,17.7,22.9,0.776,10.3,32.1,42.4,21.7,13.3,8.6,4.3,5.3,19.1,20.2,98.6,3.1,3,3,3,3,6,13,21,9,29,29,16,9,15,6,21,17,21,14,7,7,24,21,10,15,18,10,10,Memphis Grizzlies,2015-04-01,2014-15
15,1610612748,Miami Heat,74,34,40,0.459,48.1,35.0,76.7,0.456,6.9,20.3,0.341,17.6,23.7,0.744,9.0,29.8,38.8,19.9,15.0,8.1,4.4,4.4,19.9,20.8,94.6,-2.2,23,17,17,17,26,29,30,10,20,19,20,11,11,22,29,28,30,29,21,10,22,8,14,8,28,22,10,Miami Heat,2015-04-01,2014-15
16,1610612749,Milwaukee Bucks,75,37,38,0.493,48.7,37.3,81.8,0.456,6.7,18.3,0.365,16.3,21.3,0.766,10.7,31.4,42.1,23.2,16.8,9.4,4.9,4.7,22.3,20.1,97.6,0.0,3,16,16,16,4,18,26,11,23,26,6,22,25,12,16,25,23,7,28,3,10,14,29,17,23,16,10,Milwaukee Bucks,2015-04-01,2014-15
17,1610612750,Minnesota Timberwolves,75,16,59,0.213,48.3,36.6,83.5,0.438,5.0,14.8,0.335,19.6,25.4,0.773,11.8,29.4,41.2,21.7,15.1,8.2,3.9,5.6,19.0,21.3,97.7,-8.3,3,29,29,29,19,23,13,24,30,30,25,3,2,9,6,30,27,15,24,9,28,27,8,6,21,28,10,Minnesota Timberwolves,2015-04-01,2014-15
18,1610612740,New Orleans Pelicans,74,40,34,0.541,48.3,38.0,82.7,0.459,7.1,19.2,0.368,16.5,21.8,0.758,11.5,32.1,43.6,22.2,13.5,6.7,6.2,5.8,18.7,18.7,99.6,1.0,23,14,14,14,23,10,19,7,19,23,4,19,20,15,10,18,16,10,8,25,1,28,6,29,16,13,10,New Orleans Pelicans,2015-04-01,2014-15
19,1610612752,New York Knicks,75,14,61,0.187,48.5,35.3,82.4,0.428,6.8,19.8,0.345,14.5,18.9,0.768,10.6,29.6,40.2,21.3,14.5,7.1,4.5,4.3,21.7,18.9,91.8,-9.6,3,30,30,30,12,28,22,27,21,21,17,29,30,10,18,29,29,19,18,23,19,6,26,26,29,30,10,New York Knicks,2015-04-01,2014-15
20,1610612760,Oklahoma City Thunder,75,42,33,0.56,48.4,38.6,86.3,0.448,7.6,22.5,0.338,18.7,24.4,0.768,12.6,34.9,47.5,20.7,15.0,7.2,5.7,4.6,22.2,20.2,103.6,2.4,3,12,12,12,14,7,5,18,16,15,23,5,7,11,2,2,1,24,23,22,6,11,28,15,5,12,10,Oklahoma City Thunder,2015-04-01,2014-15
21,1610612753,Orlando Magic,75,22,53,0.293,48.2,37.5,82.6,0.454,6.7,19.3,0.349,14.1,19.2,0.732,9.7,31.7,41.5,20.8,14.9,7.8,3.8,5.4,21.0,18.0,95.9,-6.2,3,26,26,26,24,15,20,13,22,22,13,30,29,24,27,23,25,23,20,13,29,24,19,30,25,27,10,Orlando Magic,2015-04-01,2014-15
22,1610612755,Philadelphia 76ers,76,18,58,0.237,48.3,33.7,82.4,0.409,8.4,26.0,0.323,15.9,23.7,0.669,11.7,31.3,43.0,20.6,17.8,9.8,6.0,5.4,21.5,20.2,91.6,-8.9,1,28,28,28,22,30,24,30,11,6,28,26,10,30,7,26,18,26,30,1,4,26,24,14,30,29,10,Philadelphia 76ers,2015-04-01,2014-15
23,1610612756,Phoenix Suns,75,38,37,0.507,48.5,39.1,86.2,0.454,8.7,25.4,0.344,16.5,21.6,0.763,11.1,32.4,43.5,20.3,15.3,8.7,4.7,4.0,21.5,20.5,103.5,0.0,3,15,15,15,7,4,6,14,9,9,18,20,23,13,14,13,17,27,26,6,12,5,25,12,6,17,10,Phoenix Suns,2015-04-01,2014-15
24,1610612757,Portland Trail Blazers,74,48,26,0.649,48.5,38.5,85.8,0.449,10.0,27.4,0.365,15.8,19.8,0.797,10.8,35.1,45.9,22.0,13.7,6.4,4.6,3.5,18.2,19.1,102.9,4.6,23,7,5,7,10,8,8,17,4,2,7,27,28,1,15,1,2,11,9,27,16,2,2,25,9,6,10,Portland Trail Blazers,2015-04-01,2014-15
25,1610612758,Sacramento Kings,74,26,48,0.351,48.5,36.5,81.0,0.451,5.5,16.3,0.339,22.4,28.9,0.775,11.2,33.4,44.6,20.0,16.5,6.6,3.9,6.3,20.8,23.8,101.0,-4.0,23,25,25,25,10,24,28,15,28,28,22,1,1,7,11,9,6,28,27,26,27,30,16,1,12,25,10,Sacramento Kings,2015-04-01,2014-15
26,1610612759,San Antonio Spurs,75,49,26,0.653,48.7,38.7,83.6,0.463,8.3,22.7,0.367,16.9,21.7,0.778,9.8,33.8,43.7,24.2,13.9,8.0,5.4,4.5,19.0,19.9,102.6,5.5,3,6,5,6,1,6,12,5,12,14,5,14,22,5,26,8,14,5,11,11,8,9,8,20,10,3,10,San Antonio Spurs,2015-04-01,2014-15
27,1610612761,Toronto Raptors,75,45,30,0.6,48.4,37.9,83.4,0.455,8.8,24.9,0.353,19.5,24.8,0.788,10.7,30.7,41.4,20.9,12.8,7.5,4.4,5.1,20.9,20.5,104.2,3.1,3,10,10,10,14,11,15,12,8,11,11,4,6,2,16,27,26,21,3,17,23,19,17,12,4,9,10,Toronto Raptors,2015-04-01,2014-15
28,1610612762,Utah Jazz,75,34,41,0.453,48.1,35.3,79.0,0.447,7.3,21.5,0.341,16.9,23.4,0.722,12.0,31.8,43.8,19.9,15.2,7.5,6.1,4.7,19.1,19.5,94.8,0.1,3,17,19,19,30,27,29,19,17,17,21,15,13,26,4,20,13,30,25,18,3,12,11,24,27,15,10,Utah Jazz,2015-04-01,2014-15
29,1610612764,Washington Wizards,75,42,33,0.56,48.5,38.1,82.4,0.463,5.9,16.6,0.357,16.1,21.7,0.742,10.4,33.9,44.3,23.8,15.0,7.4,4.6,4.3,21.0,19.8,98.4,0.6,3,12,12,12,7,9,22,4,27,27,9,24,21,23,20,7,10,6,22,20,17,7,18,21,19,14,10,Washington Wizards,2015-04-01,2014-15
