,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
10,1610612754,Indiana Pacers,51,20,31,0.392,48.6,38.9,86.2,0.451,7.7,21.0,0.368,19.2,23.8,0.807,11.2,32.3,43.4,22.7,15.1,7.0,5.1,5.4,23.8,21.4,104.7,-2.2,4,21,22,21,6,3,1,17,7,3,16,15,21,4,14,2,2,5,22,19,11,24,28,12,4,20,10,Indiana Pacers,2009-02-07,2008-09
11,1610612746,Los Angeles Clippers,51,12,39,0.235,48.6,35.5,81.9,0.434,6.0,17.5,0.34,17.2,22.7,0.755,11.6,29.1,40.6,20.5,14.7,6.9,6.2,5.4,21.1,19.6,94.2,-7.6,4,27,28,28,6,26,8,30,21,17,27,27,25,22,11,24,20,17,17,21,2,25,17,26,26,28,10,Los Angeles Clippers,2009-02-07,2008-09
12,1610612747,Los Angeles Lakers,49,40,9,0.816,48.3,40.3,84.2,0.479,7.1,18.7,0.379,21.1,27.4,0.77,12.3,31.8,44.1,23.2,13.6,8.4,5.3,4.4,20.2,23.0,108.9,8.6,18,2,1,1,18,1,4,3,11,13,9,4,5,14,4,6,1,2,11,4,9,12,8,4,1,3,10,Los Angeles Lakers,2009-02-07,2008-09
13,1610612763,Memphis Grizzlies,50,14,36,0.28,48.5,34.7,77.1,0.45,4.7,13.7,0.339,19.4,25.7,0.753,10.0,28.5,38.5,16.7,14.7,7.7,4.3,5.1,21.9,21.9,93.5,-6.3,13,26,26,26,10,29,28,18,28,27,28,13,10,24,26,26,30,30,18,8,22,19,20,10,29,27,10,Memphis Grizzlies,2009-02-07,2008-09
14,1610612748,Miami Heat,49,26,23,0.531,48.3,36.2,80.9,0.448,6.9,19.5,0.355,17.2,23.2,0.742,10.4,29.4,39.7,19.9,12.5,8.1,5.5,4.2,20.6,19.8,96.6,0.4,18,15,15,15,18,18,13,22,12,11,20,26,22,28,24,21,25,26,3,5,6,7,14,25,23,15,10,Miami Heat,2009-02-07,2008-09
15,1610612749,Milwaukee Bucks,53,24,29,0.453,48.4,36.4,81.2,0.448,5.6,16.0,0.351,20.1,25.6,0.785,12.0,29.2,41.2,21.2,14.5,7.1,3.7,4.6,23.8,22.8,98.5,-0.2,1,17,19,18,17,17,12,21,23,23,21,8,12,8,6,23,15,12,16,18,29,14,29,6,18,17,10,Milwaukee Bucks,2009-02-07,2008-09
16,1610612750,Minnesota Timberwolves,49,17,32,0.347,48.5,36.9,83.9,0.44,5.9,17.3,0.341,19.0,24.7,0.769,12.5,29.7,42.2,20.5,14.3,6.6,4.2,6.5,21.7,20.5,98.7,-3.7,18,24,23,24,9,13,6,29,22,18,26,17,18,15,3,19,12,18,15,26,25,30,19,22,14,24,10,Minnesota Timberwolves,2009-02-07,2008-09
17,1610612751,New Jersey Nets,51,24,27,0.471,48.6,35.5,80.1,0.444,7.9,20.7,0.381,19.6,25.3,0.776,11.2,29.7,41.0,19.5,13.6,7.0,4.6,5.1,23.0,21.1,98.5,-1.3,4,17,17,17,6,27,15,25,5,6,6,10,13,10,12,18,18,29,10,20,20,17,26,14,17,18,10,New Jersey Nets,2009-02-07,2008-09
18,1610612740,New Orleans Hornets,47,29,18,0.617,48.0,34.9,76.6,0.456,7.7,19.7,0.391,18.4,22.6,0.813,9.6,28.9,38.5,19.8,12.8,7.6,4.3,3.6,20.5,21.0,95.9,2.6,30,10,7,7,30,28,29,14,8,10,3,22,27,3,28,25,29,27,4,10,23,1,13,17,25,10,10,New Orleans Hornets,2009-02-07,2008-09
19,1610612752,New York Knicks,49,21,28,0.429,48.1,37.9,86.1,0.44,10.3,28.8,0.358,18.1,22.7,0.8,11.0,31.7,42.6,21.4,15.0,7.2,2.4,5.2,20.3,19.1,104.2,-2.4,18,20,18,20,25,7,2,28,2,1,18,24,26,7,15,8,9,10,20,14,30,21,9,29,5,21,10,New York Knicks,2009-02-07,2008-09
20,1610612760,Oklahoma City Thunder,50,12,38,0.24,48.4,36.6,81.3,0.45,4.0,10.8,0.373,19.9,25.9,0.77,12.1,31.0,43.1,20.1,16.7,6.8,4.6,5.3,20.8,21.0,97.2,-5.8,13,27,27,27,14,15,11,19,30,30,12,9,9,13,5,11,4,23,30,23,21,22,15,15,21,26,10,Oklahoma City Thunder,2009-02-07,2008-09
21,1610612753,Orlando Magic,49,37,12,0.755,48.1,36.4,78.8,0.463,10.5,26.3,0.4,19.4,26.9,0.722,10.0,33.2,43.2,19.5,13.9,7.1,5.3,3.8,20.1,22.2,102.9,8.3,18,4,4,4,25,16,20,8,1,2,1,12,6,30,25,1,3,28,13,16,10,3,5,8,7,4,10,Orlando Magic,2009-02-07,2008-09
22,1610612755,Philadelphia 76ers,49,25,24,0.51,48.1,36.7,80.1,0.458,4.3,13.1,0.326,18.8,25.2,0.747,12.6,30.0,42.6,20.7,15.3,8.1,5.5,4.8,20.2,21.0,96.4,0.8,18,16,16,16,25,14,14,11,29,29,29,20,14,26,2,16,8,14,24,6,8,15,7,16,24,14,10,Philadelphia 76ers,2009-02-07,2008-09
23,1610612756,Phoenix Suns,48,27,21,0.563,48.2,38.7,78.1,0.496,6.5,16.8,0.385,21.0,27.6,0.762,9.7,31.9,41.6,21.8,16.2,6.4,4.9,4.2,20.5,22.7,104.9,1.5,26,13,11,13,22,4,26,1,17,20,5,5,4,19,27,5,14,7,29,27,13,6,12,7,3,11,10,Phoenix Suns,2009-02-07,2008-09
24,1610612757,Portland Trail Blazers,49,30,19,0.612,48.4,36.1,78.5,0.46,7.3,19.2,0.38,19.1,25.0,0.763,13.0,27.8,40.8,20.1,12.9,6.9,4.8,3.7,21.0,21.5,98.6,3.6,18,8,8,8,13,20,22,9,10,12,8,16,15,18,1,30,19,24,6,22,16,2,16,11,16,5,10,Portland Trail Blazers,2009-02-07,2008-09
25,1610612758,Sacramento Kings,51,11,40,0.216,48.7,36.0,81.4,0.443,6.4,18.3,0.349,20.7,25.7,0.805,10.5,28.5,39.0,20.0,15.8,6.8,3.9,5.2,24.0,21.9,99.1,-9.7,4,29,29,29,3,21,10,27,18,14,22,6,11,6,21,27,27,25,27,24,26,20,30,9,13,30,10,Sacramento Kings,2009-02-07,2008-09
26,1610612759,San Antonio Spurs,48,33,15,0.688,48.7,36.9,79.5,0.464,8.0,20.5,0.392,15.8,20.6,0.763,8.7,31.6,40.3,21.9,12.3,5.9,4.3,4.4,18.8,18.9,97.6,3.1,26,6,5,5,1,12,18,7,3,7,2,30,30,17,30,9,22,6,2,30,24,9,1,30,20,7,10,San Antonio Spurs,2009-02-07,2008-09
27,1610612761,Toronto Raptors,53,19,34,0.358,48.3,35.9,78.5,0.457,6.1,16.2,0.373,19.0,23.0,0.825,8.8,30.2,39.0,21.6,13.2,6.3,4.8,4.4,19.5,20.8,96.8,-3.1,1,22,24,23,21,23,23,12,20,21,11,17,23,1,29,15,28,8,8,29,15,11,4,20,22,23,10,Toronto Raptors,2009-02-07,2008-09
28,1610612762,Utah Jazz,51,29,22,0.569,48.4,38.1,79.8,0.477,4.8,14.0,0.341,21.5,28.0,0.767,11.9,29.3,41.2,24.7,15.1,8.7,4.7,4.8,22.4,23.7,102.5,3.0,4,10,14,12,16,5,17,4,26,26,25,3,3,16,10,22,16,1,22,2,17,16,23,1,8,8,10,Utah Jazz,2009-02-07,2008-09
29,1610612764,Washington Wizards,50,10,40,0.2,48.1,36.1,81.6,0.443,5.1,15.7,0.321,16.8,22.2,0.759,11.9,27.9,39.8,20.4,13.8,7.5,3.9,5.1,20.4,19.2,94.2,-7.9,13,30,29,30,28,19,9,26,25,24,30,29,28,20,9,29,24,19,12,11,27,18,10,28,27,29,10,Washington Wizards,2009-02-07,2008-09
